2006-01-01 00:00:00,1390076588960.7043
2006-01-31 10:21:49.090909091,1270243899020.971
2006-03-02 20:43:38.181818182,1723390644574.388
2006-04-02 07:05:27.272727273,1161990566107.931
2006-05-02 17:27:16.363636364,1621083958334.8442
2006-06-02 03:49:05.454545456,1877189024315.6445
2006-07-02 14:10:54.545454546,2457874839606.3364
2006-08-02 00:32:43.636363636,756463646036.6984
2006-09-01 10:54:32.727272728,2339678816352.011
2006-10-01 21:16:21.818181820,1094816453395.6832
2006-11-01 07:38:10.909090912,1538193788175.9382
2006-12-01 18:00:00,810904098232.7396
2007-01-01 04:21:49.090909092,2051470884890.7654
2007-01-31 14:43:38.181818184,3026574788693.9043
2007-03-03 01:05:27.272727272,773050995397.4708
2007-04-02 11:27:16.363636368,1410747878842.1414
2007-05-02 21:49:05.454545456,2366465553273.534
2007-06-02 08:10:54.545454544,831856789368.5133
2007-07-02 18:32:43.636363640,1453363878470.974
2007-08-02 04:54:32.727272728,916638074736.7721
2007-09-01 15:16:21.818181824,1572859375134.358
2007-10-02 01:38:10.909090912,2486443266705.8867
2007-11-01 12:00:00,2080457526206.0667
2007-12-01 22:21:49.090909096,3588056220928.0747
2008-01-01 08:43:38.181818184,1091890734993.6237
2008-01-31 19:05:27.272727272,432072873623.50397
2008-03-02 05:27:16.363636368,1288959752511.4143
2008-04-01 15:49:05.454545456,1922657907528.337
2008-05-02 02:10:54.545454544,2574837233400.641
2008-06-01 12:32:43.636363632,1455268614530.4495
2008-07-01 22:54:32.727272736,879508145275.632
2008-08-01 09:16:21.818181824,546584282182.33887
2008-08-31 19:38:10.909090912,1666627690651.1926
2008-10-01 06:00:00,2919126170657.112
2008-10-31 16:21:49.090909088,3109887422668.416
2008-12-01 02:43:38.181818192,3348837242324.6987
2008-12-31 13:05:27.272727280,2320618275091.596
2009-01-30 23:27:16.363636368,1108355610385.5142
2009-03-02 09:49:05.454545456,673316972773.8802
2009-04-01 20:10:54.545454544,678347928466.4352
2009-05-02 06:32:43.636363648,2140751515915.3762
2009-06-01 16:54:32.727272736,685004269554.8313
2009-07-02 03:16:21.818181824,1815948264611.6191
2009-08-01 13:38:10.909090912,693936727152.1581
2009-09-01 00:00:00,166906523447.18497
2009-10-01 10:21:49.090909088,2591191662146.3833
2009-10-31 20:43:38.181818192,2051008744796.2317
2009-12-01 07:05:27.272727280,1194766587869.2043
2009-12-31 17:27:16.363636368,1762697204563.3147
2010-01-31 03:49:05.454545456,3478525255410.9624
2010-03-02 14:10:54.545454544,1903028436188.9536
2010-04-02 00:32:43.636363648,1740183542346.7935
2010-05-02 10:54:32.727272736,1235684966054.2307
2010-06-01 21:16:21.818181824,2529560266649.947
2010-07-02 07:38:10.909090912,1621207196882.732
2010-08-01 18:00:00,1356625433318.3872
2010-09-01 04:21:49.090909088,2482433495882.0806
2010-10-01 14:43:38.181818176,3047161509939.4146
2010-11-01 01:05:27.272727264,1701101414143.666
2010-12-01 11:27:16.363636384,1368360447012.2727
2010-12-31 21:49:05.454545472,4113287773450.942
2011-01-31 08:10:54.545454560,1769466690848.9744
2011-03-02 18:32:43.636363648,954931487013.6113
2011-04-02 04:54:32.727272736,1821894280854.9812
2011-05-02 15:16:21.818181824,1481108879655.6792
2011-06-02 01:38:10.909090912,441951380386.7641
2011-07-02 12:00:00,343694855646.7723
2011-08-01 22:21:49.090909088,1033914591598.4885
2011-09-01 08:43:38.181818176,1891922918213.5999
2011-10-01 19:05:27.272727264,2125263610064.4043
2011-11-01 05:27:16.363636384,1871996248898.2834
2011-12-01 15:49:05.454545472,2006505751507.7048
2012-01-01 02:10:54.545454560,562489948706.0247
2012-01-31 12:32:43.636363648,1529999358528.2424
2012-03-01 22:54:32.727272736,2276932823908.4976
2012-04-01 09:16:21.818181824,1762281591391.1685
2012-05-01 19:38:10.909090912,4175479245373.5464
2012-06-01 06:00:00,2806484660504.0015
2012-07-01 16:21:49.090909088,527431912537.00854
2012-08-01 02:43:38.181818176,2039103593576.364
2012-08-31 13:05:27.272727296,1651987878206.2463
2012-09-30 23:27:16.363636384,2256027790844.69
2012-10-31 09:49:05.454545472,2846689571800.106
2012-11-30 20:10:54.545454560,1972588518401.7266
2012-12-31 06:32:43.636363648,2105399187509.699
2013-01-30 16:54:32.727272736,1116342515470.2139
2013-03-02 03:16:21.818181824,1468190453047.5916
2013-04-01 13:38:10.909090912,1500589644536.5085
2013-05-02 00:00:00,1212324804825.7505
2013-06-01 10:21:49.090909088,2654629529728.631
2013-07-01 20:43:38.181818176,514508257736.88855
2013-08-01 07:05:27.272727296,1666718092533.4814
2013-08-31 17:27:16.363636384,1533905553279.7168
2013-10-01 03:49:05.454545472,2573262667939.396
2013-10-31 14:10:54.545454560,1837602098471.5322
2013-12-01 00:32:43.636363648,2690736035208.5254
2013-12-31 10:54:32.727272736,362454647513.97906
